full_site_address,Latitude,Longitude,car_wash_name,distance_from_original_location,car_wash_address,nearest_business_name_1,nearest_business_address_1,distance_car_wash_nearest_business_1,nearest_business_name_2,nearest_business_address_2,distance_car_wash_nearest_business_2,nearest_business_name_3,nearest_business_address_3,distance_car_wash_nearest_business_3,nearest_business_name_4,nearest_business_address_4,distance_car_wash_nearest_business_4,nearest_business_name_5,nearest_business_address_5,distance_car_wash_nearest_business_5,multiple_business_count
"Peppyu0027s Car Wash , 101 W University Pkwy , Jackson , TN , 38305",35.6963252,-88.8329326,Parrot's Car Wash,0.018557272841002063,"101 W University Pkwy, Jackson, TN 38305, USA",University Parkway and Cheyenne Drive,"Jackson, TN 38305, USA",0.025237577380951136,Benefit Consulting Services,"96 W University Pkwy c, Jackson, TN 38305, USA",0.05347573949982174,Jesse Allison - State Farm Insurance Agent,"104 W University Pkwy Ste A, Jackson, TN 38305, USA",0.06031117661556868,ATM Jackson Branch,"104 W University Pkwy, Jackson, TN 38305, USA",0.0624840053048869,"Pearson Safety Solutions, LLC","96 W University Pkwy, Jackson, TN 38305, USA",0.06273088927593672,0
"Peppyu0027s Car Wash Union City , 1315 Old Troy Rd , Union City , TN , 38261",36.4164336,-89.0730822,Parrot's Car Wash,0.0025441303281151907,"1315 Old Troy Rd, Union City, TN 38261, USA",Peppy's Car Wash,"Union City, TN 38261, USA",0.011305940705999154,China Buffet,"1225 W Reelfoot Ave, Union City, TN 38261, USA",0.029668096940342368,The Citizens Bank,"1304 W Reelfoot Ave, Union City, TN 38261, USA",0.06942803377597341,Hospitality House,"1221 W Reelfoot Ave, Union City, TN 38261, USA",0.08423839236456583,UPS Authorized Shipping Outlet,"1313 W Reelfoot Ave E, Union City, TN 38261, USA",0.09823022437869837,0
"Phenix City , 3709 US-431 , Phenix City , AL , 36867",32.497545,-85.0446581,Caliber Car Wash,0.020026764857329262,"U.S. Hwy 280 Marketplace Way, 6, Phenix City, AL 36867, USA",McDonald's,"3709 US-431, Phenix City, AL 36867, USA",0.01842284546669605,Verizon,"3709 US-431, Phenix City, AL 36867, USA",0.024620988640613666,Verizon Business Services,"3709 US-431, Phenix City, AL 36867, USA",0.025821308766476488,ALDI,"3670 Marketplace Drive, Phenix City, AL 36867, USA",0.0468586576851797,Chick-fil-A,"3711 US-280, Phenix City, AL 36867, USA",0.0565191554424002,0
"Pirates Cove Goldsboro , 110 Mollie Drive , Goldsboro , NC , 27534",35.339245,-77.919017,Pirates Cove Carwash - Goldsboro,0.0,"110 Mollie Dr, Goldsboro, NC 27534, USA",UPS Authorized Shipping Provider,"107F Mollie Dr, Goldsboro, NC 27534, USA",0.06485623422310957,Farmer's Ace,"107F Mollie Dr, Goldsboro, NC 27534, USA",0.06485623422310957,Viv's Fridge @ Goldsboro Farmer's Ace,"107f Mollie Dr, Goldsboro, NC 27534, USA",0.06485623422310957,Sharon & Cecil,"Never Ending Praise Church 395 NC 111 NC Highway, Goldsboro, NC 27534, USA",0.10742938602125855,McDonald's,"100 Mollie Dr, Goldsboro, NC 27534, USA",0.13534138886462377,0
"Plaistow Road Haverhill , 73 Plaistow Rd , Haverhill , MA , 1830",42.813419,-71.1021821,Haffner's Car Wash,0.0012022795315952694,"73 Plaistow Rd B, Haverhill, MA 01830, USA",Haffner's Gas Station and Car Wash,"73 Plaistow Rd, Haverhill, MA 01830, USA",0.0,"Costello’s Famous Roastbeef, Seafood & Pizza","63 Plaistow Rd, Haverhill, MA 01830, USA",0.02412061224163484,Five Guys,"86 Plaistow Rd, Haverhill, MA 01830, USA",0.03316391921110818,Aroma Joe's Coffee,"87 Plaistow Rd, Haverhill, MA 01830, USA",0.04208795289225828,Burger King,"74 Plaistow Rd, Haverhill, MA 01830, USA",0.04405978545036081,0
"Plantation Island , 1430 Plantation Island Dr S , St. Augustine , FL , 32080",29.8652652,-81.2982865,GATE Express Car Wash,0.02128515206885916,"1430 Plantation Island Dr S, St. Augustine, FL 32080, USA",Fish Island,"Plantation Island Dr S, St. Augustine, FL 32080, USA",0.04962873563049965,"Kathleen E. Abbott, MSW","1301 Plantation Island Dr S suite 201A, St. Augustine, FL 32080, USA",0.06454743872115482,Hybrid Design,"1301 Plantation Island Dr S Suite 205 B, St. Augustine, FL 32080, USA",0.07723650981267569,St Augustine Counseling,"1301 Plantation Island Dr S #206a, St. Augustine, FL 32080, USA",0.0777626718232896,TheHomeMag Jacksonville,"1301 Plantation Island Dr S STE 206B, St. Augustine, FL 32080, USA",0.07906012598232513,0
"Platinum Auto Spa , 2303 6th Ave SE , Aberdeen , SD , 57401",45.4599517,-98.4546109,Platinum Auto Spa,0.0,"2303 6th Ave SE, Aberdeen, SD 57401, USA",C-Express 6th Ave & Roosevelt,"2303 6th Ave SE, Aberdeen, SD 57401, USA",0.023508391829574652,ATM (C Express),"2303 6th Ave SE, Aberdeen, SD 57401, USA",0.02830444947912252,EXPRESS CONVENIENCE STORES,"Aberdeen, SD 57401, USA",0.02857468041021993,Godfather's Pizza Express,"2303 6th Ave SE, Aberdeen, SD 57401, USA",0.033081534534556326,Cenex,"2303 6th Ave SE, Aberdeen, SD 57401, USA",0.033081534534556326,4
"Pleasant Valley Street Methuen , 96 Pleasant Valley St , Methuen , MA , 1844",42.7433515,-71.1529978,Haffner's Gentle Touch,0.0015413669225386912,"96 Pleasant Valley St, Methuen, MA 01844, USA",Haffner's Gas Station,"96 Pleasant Valley St, Methuen, MA 01844, USA",0.01984658564026088,The Miller's Tavern,"105 Pleasant Valley St, Methuen, MA 01844, USA",0.04247399550395407,Beauty by Holly,"109 Pleasant Valley St, Methuen, MA 01844, USA",0.060209002625067,"Dream Team Contracting, LLC","109 Pleasant Valley St, Methuen, MA 01844, USA",0.060229623489222825,Metalcrafters Inc,"104 Pleasant Valley St, Methuen, MA 01844, USA",0.07317056707682938,1
"Polished Peach Car Wash , 1490 Towne Lake Pkwy , Woodstock , GA , 30189",34.1057206,-84.5433192,,,,,,,,,,,,,,,,,,,0
"Ponte Vedra , 280 A1A N , Ponte Vedra Beach , FL , 32082",30.2377286,-81.3875279,GATE Express Car Wash,0.06384349500890564,"280-1 A1A N, Ponte Vedra Beach, FL 32082, USA","Emory Clements, REALTOR RE/MAX Specialists PV","250 A1A N #500, Ponte Vedra Beach, FL 32082, USA",0.03391431892525483,RE/MAX Specialists PV,"250 A1A N #500, Ponte Vedra Beach, FL 32082, USA",0.03391431892525483,Julie Little Brewer,"250 A1A N #500, Ponte Vedra Beach, FL 32082, USA",0.038921825132809784,Michael Davis - Coastal Luxury Group,"250 A1A N #500, Ponte Vedra Beach, FL 32082, USA",0.038921825132809784,"Steve Pate, RE/MAX Specialists PV","250 A1A N #500, Ponte Vedra Beach, FL 32082, USA",0.038921825132809784,0
"Pooler , 420 Pooler Pkwy , Pooler , GA , 31322",32.1370935,-81.2545339,LUV Car Wash,0.005162670686523807,"420 Pooler Pkwy, Pooler, GA 31322, USA",Valvoline Instant Oil Change,"418 Pooler Pkwy, Pooler, GA 31322, USA",0.023787976043097903,Cook Out,"480 Pooler Pkwy, Pooler, GA 31322, USA",0.030773889973727268,"Adams Real Estate, LLC","52 Traders Way, Pooler, GA 31322, USA",0.04137367657696178,"Tammy McCurry, REALTOR, Crye-Leike Realtors, Tellico Village","52 Traders Way, Pooler, GA 31322, USA",0.04137367657696178,Sleep Number,"400 Pooler Pkwy Suite 200, Pooler, GA 31322, USA",0.06284233238102581,0
"Port Richey , 11909 US 19 , Port Richey , FL , 34668",28.3302142,-82.6996807,Dirty Dog's Car Wash Port Richey,0.013757369512300987,"11909 US-19, Port Richey, FL 34668, USA",McDonald's,"11929 US-19, Port Richey, FL 34668, USA",0.042321426207617384,Ice Cold Air Auto Repair,"11930 US-19, Port Richey, FL 34668, USA",0.07420099673283809,Gator Junk Removal,"US-19, Port Richey, FL 34668, USA",0.07519378053483625,Primo Water Refill,"11938 FL-55, Port Richey, FL 34668, USA",0.0779054955445038,MoneyGram,"11938 US-19, Port Richey, FL 34668, USA",0.08067967910862235,0
"Precision Xpress CarWash , 2106 S Main St , Lindale , TX , 75771",32.4883669,-95.3982816,Precision Express Car Wash,8.619396895027482e-13,"2106 S Main St, Lindale, TX 75771, USA","BENJER Sales, LLC","2106 S Main St suite b, Lindale, TX 75771, USA",0.013852023434873928,Valvoline Express Care @ Lindale,"2202 S Main St, Lindale, TX 75771, USA",0.0661622723543881,Intoxalock Ignition Interlock,"2202 S Main St, Lindale, TX 75771, USA",0.06688760207357734,Red Transport and Services LLC,"2010 S Main St, Lindale, TX 75771, USA",0.0726552253576017,Winslow's Custom Buildings,"2010 S Main St, Lindale, TX 75771, USA",0.07881027340902017,0
"Presidential Car Wash #1 , 2858 Treaschwig Rd , Houston , TX , 77073",30.0229071,-95.3859304,Presidential Car Wash,0.0,"2858 Treaschwig Rd, Houston, TX 77073, USA",Sunbelt Rentals,"2902 Treaschwig Rd, Houston, TX 77073, USA",0.04053534099982922,Redbox,"2717 Farm to Market 1960 Rd E, Houston, TX 77073, USA",0.05272579942728859,COVID-19 Drive-Thru Testing at Walgreens,"2717 FM 1960, Houston, TX 77073, USA",0.05273240644919956,Western Union,"2717 Farm to Market 1960 Rd E, Houston, TX 77073, USA",0.055932368847197676,FedEx OnSite,"2717 Farm to Market 1960 Rd E, Houston, TX 77073, USA",0.05596468459152356,0
"Presidential Car Wash #2 , 12111 Cypress North Houston Rd , Cypress , TX , 77429",29.9520756,-95.6031083,Presidential Car Wash,0.0,"12111 Cypress North Houston Rd, Cypress, TX 77429, USA",G J La Favers & Co,"12005 Cypress North Houston Rd, Cypress, TX 77429, USA",0.050009057465753015,Shell,"12150 Cypress North Houston Rd, Cypress, TX 77429, USA",0.08174472721884779,Handy Stop 91,"12150 Cypress North Houston Rd, Cypress, TX 77429, USA",0.08788213918445989,Cypress Food Mart,"12150 Cypress North Houston Rd, Cypress, TX 77429, USA",0.08898631882533557,ATM (Handy Stop 91),"12150 Cypress North Houston Rd, Cypress, TX 77429, USA",0.08976464877666387,0
"Prestige Auto Spa , 15180 Biscayne Blvd , North Miami Beach , FL , 33160",25.9158464,-80.1569752,Prestige Auto Spa & Car Wash,7.906322148226374e-13,"15180 Biscayne Blvd, North Miami Beach, FL 33160, USA",Pura Vida Miami,"15180 Biscayne Blvd, North Miami Beach, FL 33160, USA",0.00763529523495071,Shell,"15200 Biscayne Blvd, Aventura, FL 33160, USA",0.032207362766132404,kccmiaav,"15100 Biscayne Blvd, North Miami Beach, FL 33160, USA",0.03266836858417588,Trulieve North Miami Beach Dispensary,"15100 Biscayne Blvd, North Miami Beach, FL 33160, USA",0.03266836858417588,D & B ATM Services,"15200 Biscayne Blvd, Aventura, FL 33160, USA",0.03475475941841276,1
"Prestige Car Wash , 10004 Brownsboro Rd , Louisville , KY , 40241",38.3143963,-85.5627054,Prestige Express Car Wash,0.009438376768095759,"10004 Brownsboro Rd, Louisville, KY 40241, USA",Limon y Sal Mexican Kitchen,"10000 Brownsboro Rd, Louisville, KY 40241, USA",0.02419393930730125,Louisville Dental E.R. I Urgent Dental Care,"10000 Brownsboro Rd, Louisville, KY 40241, USA",0.02603537299537333,Dr. Jason Ollis,"10000 Brownsboro Rd Suite 5, Louisville, KY 40241, USA",0.030652546380267404,Domino's Pizza,"10000 Brownsboro Rd, Louisville, KY 40241, USA",0.030652546380267404,Embrace Dental Implant & General Dentistry,"10000 Brownsboro Rd, Louisville, KY 40241, USA",0.030652546380267404,0
"Presto Car Wash , 1356 GA-138 , Conyers , GA , 30013",33.6576226,-84.0019641,Presto Car Wash,4.39515090988607e-13,"1356 Hwy 138 SE, Conyers, GA 30013, USA",elitecitylimits,"1370 GA-138 Suite A, Conyers, GA 30013, USA",0.022776113555301052,Armando Supermarket Inc,"1370 GA-138, Conyers, GA 30013, USA",0.026146850896461564,Ariana De La Moreliana,"1370 GA-138, Conyers, GA 30013, USA",0.030565947584326868,Taqueria ariana la moreliana,"1370 GA-138, Conyers, GA 30094, USA",0.04024602644103448,Auto Glass By Scott Inc,"1300 South Main St NE, Conyers, GA 30012, USA",0.044907944343319586,0
"Pristine Car Wash , 1989 N Wickham Rd , Melbourne , FL , 32935",28.1392854,-80.6711938,Pristine Car Wash and Detail,0.0,"1989 N Wickham Rd, Melbourne, FL 32935, USA",Jiffy Lube,"1991 N Wickham Rd, Melbourne, FL 32935, USA",0.014532618265876138,Mama Geri’s restaurant and bar llc,"1981 N Wickham Rd, Melbourne, FL 32935, USA",0.03521311875446331,Popeyes Louisiana Kitchen,"2015 N Wickham Rd, Melbourne, FL 32935, USA",0.03394527986880216,N Wickham Rd @ McDonalds,"Melbourne, FL 32934, USA",0.04360498500859352,Pampered Pets,"2885 Electronics Dr # C1, Melbourne, FL 32935, USA",0.04362702856676804,0
"Pueblo , 2323 W Pueblo Blvd , Pueblo , CO , 81004",38.219339,-104.638418,Champion Xpress Carwash,0.019738509622231153,"2323 W Pueblo Blvd, Pueblo, CO 81004, USA",Laboratory | Kaiser Permanente Acero Medical Offices,"2625 W Pueblo Blvd Laboratory, Pueblo, CO 81004, USA",0.05604406400033151,"Lena Pasternak, DO | Kaiser Permanente","2625 W Pueblo Blvd, Pueblo, CO 81004, USA",0.05700711040600186,Pharmacy | Kaiser Permanente Acero Medical Office,"2625 W Pueblo Blvd #1, Pueblo, CO 81004, USA",0.05700711040600186,Kaiser Permanente Acero Medical Offices,"2625 W Pueblo Blvd, Pueblo, CO 81004, USA",0.05700711040600186,Kimberly B Langford M.D.,"2625 W Pueblo Blvd, Pueblo, CO 81004, USA",0.057596666938024337,0
"Pure Car Wash , 330 Anna Dr , McComb , MS , 39648",31.242485,-90.4795296,Pure Car Wash,7.515531427046436e-13,"330 Anna Dr, McComb, MS 39648, USA",FitLife SportsPlex,"329 Anna Dr, McComb, MS 39648, USA",0.06192642315107558,Huey Magoo's Chicken Tenders - McComb,"342 Anna Dr, McComb, MS 39648, USA",0.07591957407299771,Sunbelt FCU - McComb Branch,"309 Anna Dr, McComb, MS 39648, USA",0.09190309283924754,Southern Appliance Repair,"204 Anna Dr, McComb, MS 39648, USA",0.16346322093614102,Lott Furniture Company,"204 Anna Dr, McComb, MS 39648, USA",0.16346322093614102,0
"QUICK AND CLEAN CAR WASH , 2544 S Broadway , Santa Maria , CA , 93454",34.9137244,-120.4354124,Quick And Clean Car Wash,1.4416355227120414e-12,"2544 S Broadway, Santa Maria, CA 93454, USA",Dr. Daniel Nolan,"2528 S Broadway suite c, Santa Maria, CA 93454, USA",0.02806231026910628,Sean Nolan,"2528 S Broadway suite c, Santa Maria, CA 93454, USA",0.02806231026910628,D & A Hawaiian BBQ South,"2530A S Broadway, Santa Maria, CA 93454, USA",0.029534372749782357,Scotty Medical,"2530 S Broadway, Santa Maria, CA 93454, USA",0.029577637306301658,Navarro Aesthetics,"2530 S Broadway suite c, Santa Maria, CA 93455, USA",0.029577637306301658,0
"Quick Jet Car Wash , 1217 Dolly Parton Pkwy , Sevierville , TN , 37862",35.8632117,-83.5282174,Quick Jet Car Wash,7.123818553178211e-13,"1217 Dolly Parton Pkwy, Sevierville, TN 37862, USA",Y-12 Credit Union,"1203 Dolly Parton Pkwy, Sevierville, TN 37862, USA",0.019584412193714238,Repossessed Auto Max,"1201 Dolly Parton Pkwy, Sevierville, TN 37862, USA",0.058679914116732214,Burger King,"1231 Dolly Parton Pkwy, Sevierville, TN 37862, USA",0.06055182916323401,Walmart Fuel,"1185 Dolly Parton Pkwy, Sevierville, TN 37862, USA",0.07447992108308618,Hometown Hero’s Subs Sevierville,"1235 Dolly Parton Pkwy #7, Sevierville, TN 37862, USA",0.08559277641133516,0
"Quick n Clean Kenosha , 470 E Kenosha St , Broken Arrow , OK , 74012",36.0615005,-95.7848281,Quick N Clean Car Wash,0.0,"470 E Kenosha St, Broken Arrow, OK 74012, USA",Hawaiian Bros Island Grill,"500 E Kenosha St, Broken Arrow, OK 74012, USA",0.024697217274004486,Broken Arrow Church Of Christ - Food Distribution Center,"505 E Kenosha St, Broken Arrow, OK 74012, USA",0.048000094849899415,MoneyGram,"409 E Kenosha St STE B, Broken Arrow, OK 74012, USA",0.0584615083797034,Take 5 Oil Change,"580 E Kenosha St, Broken Arrow, OK 74012, USA",0.06557568838769004,La Reyna Taqueria y Abarrotes,"409 E Kenosha St, Broken Arrow, OK 74012, USA",0.06608617022332411,0
"QuikWash Encino , 17432 Ventura Blvd , Los Angeles , CA , 91316",34.1610899,-118.5129972,QuikWash Encino,0.0,"17432 Ventura Blvd, Encino, CA 91316, USA",all oem auto parts,"17438 Ventura Blvd, Encino, CA 91316, USA",0.00296550449194735,The Urban Meet Braid Shop,"17420 Ventura Blvd Suite 204, Encino, CA 91316, USA",0.022066390205065324,Target Grocery,"17401 Ventura Blvd Unit A1, Encino, CA 91316, USA",0.027899086822578155,LABROWSNBEAUTY,"17401 Ventura Blvd, Encino, CA 91316, USA",0.027899086822578155,Jens.Addiction,"17401 Ventura Blvd B-19, Encino, CA 91316, USA",0.027899086822578155,0
"Ru0026R SUPERIOR BELLFORT CARWASH , 4825 Bellfort St , Houston , TX , 77033",29.6690025,-95.3546217,R&R Superior Bellfort Car Wash & Lube,0.005602973625363126,"4825 Bellfort Ave, Houston, TX 77033, USA",Havoline Xpress Lube,"Bellfort Ave, Houston, TX 77033, USA",0.010813119117884518,Fresenius Kidney Care Sunnyside,"8340 Coffee St, Houston, TX 77033, USA",0.035272387605106974,Bellfort Mart,"4811 Bellfort Ave, Houston, TX 77033, USA",0.03545945446358548,Wallie's Seafood (Food Truck),"4811 Bellfort Ave, Houston, TX 77033, USA",0.0357638682266653,Bellfort Ave @ Cullen Blvd,"Houston, TX 77033, USA",0.0388959813081562,0
"RACCOON EXPRESS CW , 495 Lafayette Rd , Seabrook , NH , 3874",42.889469,-70.872266,Raccoon Express $5 Car Wash,0.0,"495 Lafayette Rd, Seabrook, NH 03874, USA",Santander Bank Branch,"489 Lafayette Rd, Seabrook, NH 03874, USA",0.026696456863170768,Santander Bank ATM,"489 Lafayette Rd, Seabrook, NH 03874, USA",0.02900875761034142,AutoZone Auto Parts,"519 Lafayette Rd, Seabrook, NH 03874, USA",0.035586647915236205,Kid Zone Concessions,"25-39 Pine St, Seabrook, NH 03874, USA",0.05431020303211047,Bar 17 Grill,"15 Pine St, Seabrook, NH 03874, USA",0.05901514365624823,0
"RAINDANCER OF GLENVILLE , 172 Freemans Bridge Rd , Schenectady , NY , 12302",42.8466008,-73.9416205,Raindancer Car Wash,0.0,"172 Freemans Bridge Rd, Scotia, NY 12302, USA",Mohawk Ambulance Service - Glenville Station,"176 Freemans Bridge Rd, Schenectady, NY 12302, USA",0.029883939278296266,Airgas Store,"170 Freemans Bridge Rd, Schenectady, NY 12302, USA",0.03311464466210102,RJD Enterprize Auto Sales,"178 Freemans Bridge Rd, Glenville, NY 12302, USA",0.05081336619628773,Showroom Car Care,"172 Freemans Bridge Rd, Scotia, NY 12302, USA",0.0538604207912471,ViaLynk Charging Station,"175 Freemans Bridge Rd, Scotia, NY 12302, USA",0.05596899493466107,1
"RED ROCKET CAR WASH #1 , 47 Golfview Dr NE , Arab , AL , 35016",34.3438549,-86.5015317,Bubbles Express Car Wash,0.009744989556836475,"47 Golfview Dr NE, Arab, AL 35016, USA",North Alabama Smiles,"55 Golfview Dr NE #5467, Arab, AL 35016, USA",0.05096104098219288,Dr. Timothy Menees,"55 Golfview Dr NE, Arab, AL 35016, USA",0.05199923879193096,"Dr. John W. York Jr, DMD","55 Golfview Dr NE #5467, Arab, AL 35016, USA",0.05397677910446405,Royal Smoke & Vape Arab,"37 Golfview Dr NE, Arab, AL 35016, USA",0.06290944744397022,Arab Veterinary Hospital,"1536 N Brindlee Mountain Pkwy, Arab, AL 35016, USA",0.06639527155496805,0
"RED ROCKET CAR WASH #2 , 2110 Redstone Rd SW , Huntsville , AL , 35803",34.6176307,-86.5687864,Bubbles Express Car Wash,0.010604163819190772,"2110 Redstone Rd SW, Huntsville, AL 35803, USA",Touchdown Wings,"2130 Redstone Rd SW SUITE J, Huntsville, AL 35803, USA",0.016574878179531294,Asian Market at Redstone,"2130 Redstone Rd SW Suite g, Huntsville, AL 35803, USA",0.02738752679134286,Tint World,"2130 Redstone Rd SW, Huntsville, AL 35803, USA",0.02917956120394348,Little Caesars Pizza,"2130 Redstone Rd SW, Huntsville, AL 35803, USA",0.04639690280599315,LifeSafer Ignition Interlock,"2130 Redstone Rd SW, Huntsville, AL 35803, USA",0.048477144974940656,0
"RIVERHEAD TOYOTA CAR WASH , 1655 County Rd 58 , Riverhead , NY , 11901",40.9240907,-72.6984365,"Absolute Detailing Concepts, Inc",0.018903500876544813,"1655 Old Country Rd, Riverhead, NY 11901, USA",Riverhead Toyota Service,"1655 Old Country Rd, Riverhead, NY 11901, USA",0.0005792654702904416,Riverhead Toyota Parts,"1655 Old Country Rd, Riverhead, NY 11901, USA",0.0005792654702904416,Riverhead Toyota,"1655 Old Country Rd, Riverhead, NY 11901, USA",0.018903500876544813,ChargePoint Charging Station,"1655 Old Country Rd, Riverhead, NY 11901, USA",0.027989791744074875,Mattress Gallery at P.C. Richard & Son,"1685 Old Country Rd, Riverhead, NY 11901, USA",0.06506778797472708,4
"ROCK u0026 ROLL CW , 8320 W Judge Perez Dr , Chalmette , LA , 70043",29.9531318,-89.9797697,Rock & Roll Car Wash,0.008032266057223297,"8320 W Judge Perez Dr, Chalmette, LA 70043, USA",We Care clinic,"8321 Lafitte Ct Suite A, Chalmette, LA 70043, USA",0.028118729388053838,Complete Logistical Services,"8321 Lafitte Ct, Chalmette, LA 70043, USA",0.028118729388053838,Family Dollar,"8330 W Judge Perez Dr, Chalmette, LA 70043, USA",0.026725317626305187,2019 Louisiana Crawfish Festival,"3109 Jean Lafitte Pkwy, Chalmette, LA 70043, USA",0.02849688589398064,El Patron,"3109 Jean Lafitte Pkwy, Chalmette, LA 70043, USA",0.02861182435180528,0
"RUSSELL SPEEDERS 2 , 311 W Main St , Stamford , CT , 6902",41.0493868,-73.5508394,Russell Speeder's Car Wash,0.0,"311 W Main St, Stamford, CT 06902, USA",AAK AUTO DETAILING LLC,"311 W Main St, Stamford, CT 06902, USA",0.007228851644113485,Aak auto detailing,"311 W Main St, Stamford, CT 06902, USA",0.00592273728187856,LoBalbo West Autobody,"307 W Main St, Stamford, CT 06902, USA",0.012662305749541384,Stamford Fire Department Station 3 (West Side),"80 Fairfield Ave, Stamford, CT 06902, USA",0.015740613931408166,Areli,"16 Hazel St, Stamford, CT 06902, USA",0.02156065734791796,2
"RUSSELL SPEEDERS AVON , 265 W Main St , Avon , CT , 6001",41.8121371,-72.8542401,Russell Speeder's Car Wash,0.0,"265 W Main St, Avon, CT 06001, USA",W Main St @ Walmart,"Avon, CT 06001, USA",0.03321044541227849,Avon Park & Ride,"255 W Main St, Avon, CT 06001, USA",0.035117554609012724,W Main St @ Goodwill Main Entrance,"Avon, CT 06001, USA",0.037600092964135946,Avon Park & Ride (Walmart/Big Y),"Avon, CT 06001, USA",0.045207397281549704,Town Fair Tire,"248 W Main St, Avon, CT 06001, USA",0.08735344490687647,0
