full_site_address,nearestroad_1_name,distance_nearestroad_1,nearestroad_1_maxspeed,nearestroad_2_name,distance_nearestroad_2,nearestroad_2_maxspeed,nearestroad_3_name,distance_nearestroad_3,nearestroad_3_maxspeed,nearestroad_4_name,distance_nearestroad_4,nearestroad_4_maxspeed,nearestroad_5_name,distance_nearestroad_5,nearestroad_5_maxspeed,,,
"Dix Hills Car Wash , 1232 East Jericho tpke. , Huntington , NY , 11746",East Jericho Turnpike,0.0146661264295638,40 mph,Deer Park Road,0.0781592043612817,40 mph,Park Avenue,0.0891552789192072,35 mph,Manor Road,0.100583659059457,30 mph,Old Country Road,0.143209254965875,35 mph,,,
"Douglasville , 5897 Fairburn Rd , Douglasville , GA , 30134",Fairburn Road,0.0257865378089077,45 mph,Duralee Lane,0.0447137495309949,30 mph,Hospital Drive,0.226003255004186,45 mph,Tom Murphy Freeway,0.506800917255604,70 mph,Veterans Memorial Highway,0.6423651506194,35 mph,,,
"ENCINO AUTO SPA , 17661 Ventura Blvd , Los Angeles , CA , 91316",Ventura Boulevard,0.0256602852724019,35 mph,White Oak Avenue,0.0334049264957342,40 mph,Alley 81156,0.041115666814012,15 mph,Alley 81157,0.0484454315463783,15 mph,Alley 86136,0.0484454315463783,15 mph,,,
"EVERGREEN CAR WASH , 3501 95th St , Evergreen Park , IL , 60805",Saint Louis Avenue,0.032902802592058,20 mph,Clifton Park Avenue,0.0521060385813488,20 mph,Trumbull Avenue,0.0855973274312729,20 mph,South Central Park Avenue,0.111524604201807,20 mph,South Homan Avenue,0.145646379645618,20 mph,,,
"EZ Car Wash , 1862 S Garey Ave , Pomona , CA , 91766",East Phillips Boulevard,0.454860180216391,40 mph,South Towne Avenue,0.470471457395151,40 mph,Rio Rancho Road,0.587163846046678,35 mph,Chino Valley Freeway,0.671103438032967,55 mph,County Road,0.79880587865926,35 mph,,,
"East Ridge , 6303 Ringgold Rd , Chattanooga , TN , 37412",Ringgold Road,0.0335661983094824,40 mph,Truman Avenue,0.172353669191711,20 mph,Mack Smith Road,0.291471004730799,35 mph,Unnamed Road,0.354168307182533,55 mph,Oakdale Avenue,1.03013212958102,25 mph,,,
"Eden , 104 E Harris Pl , Eden , NC , 27288",East Harris Place,0.0275331742144521,35 mph,West Harris Place,0.0350720586586818,25 mph,Linden Drive,0.0772746511667436,35 mph,Hidden Valley Drive,0.161841908672697,25 mph,West Arbor Lane,0.223880181226236,35 mph,,,
"El Car Wash- 021 , 2250 N NOB HILL ROAD , SUNRISE , FL , 33322",Unnamed Road,0.0128063592867297,15 mph,Access Road,0.0219986515825829,15 mph,Northwest 98th Way,0.0273722764549273,15 mph,North Nob Hill Road,0.0361685003629006,45 mph,Northwest 20th Place,0.051803037510297,15 mph,,,
"Erie , 4234 Buffalo Rd , Erie , PA , 16510",Buffalo Road,0.0270137810030518,40 mph,Teri Avenue,0.137672430085678,25 mph,Nagle Road,0.139938793709439,35 mph,Parker Avenue,0.168709165964168,25 mph,Riverside Drive,0.317388344588221,25 mph,,,
"Eugene Oil , 2815 Roosevelt Blvd , Eugene , OR , 97402",Royal Avenue,0.646713468710088,35 mph,Park Avenue,0.707786596118708,25 mph,Highway 99N,0.760345537112572,40 mph,North Park Avenue,0.83124503275769,25 mph,Northwest Expressway,0.83124503275769,55 mph,,,
"Evolution Car Wash , 1665 NV-88 , Minden , NV , 89423",Unnamed Road,0.0163892225302612,20 mph,Minden Village Loop,0.378159052946509,15 mph,Muller Lane,0.811623132618939,55 mph,Main Street,1.19711036103698,25 mph,Silver Dollar Circle,1.39195779963163,15 mph,,,
"Extreme Clean Auto Wash , 24925 US-72 , Athens , AL , 35613",US Highway 72,0.0449689753056305,60 mph,Coppertop Ln,1.56400802142225,15 mph,Juniors Dr,1.58474507983041,15 mph,Hudbug Dr,1.61546148339832,15 mph,Tallulah Dr,1.66955857054207,15 mph,,,
"FHCWu0026D , 2016 W Foothill Blvd , Upland , CA , 91786",Monte Vista Avenue,0.43133132592351,45 mph,Arrow Route,0.457282421505598,45 mph,West Arrow Route,0.467079559675814,45 mph,Claremont Boulevard,0.636586451553942,45 mph,Richton Street,0.757736210982876,40 mph,,,
"FL0209 North Lauderdale S State Rd 7 , 1250 N State Rd 7 , North Lauderdale , FL , 33068",West Atlantic Boulevard,0.00114610386739441,45 mph,State Road 7,0.00114610386739441,45 mph,Edwards Road,0.078843749564613,25 mph,Northwest 61st Avenue,0.0941564961171237,25 mph,West Palm Drive,0.107245881742478,25 mph,,,
"FL0210 Fort Lauderdale W Sunrise Blvd , 1075 W Sunrise Blvd , Fort Lauderdale , FL , 33311",,,,,,,,,,,,,,,,,,
"FL0211 Homestead S. Dixie Hwy , 33513 S Dixie Hwy , Homestead , FL , 33034",South Dixie Highway,0.0402813784854484,45 mph,Northeast 7th Street,0.0950580378493946,30 mph,Unnamed Road,0.109444958978094,35 mph,Homestead Extension of Florida's Turnpike,0.137598047941159,35 mph,Southwest 177th Avenue,0.173378487262046,30 mph,,,
"FL0212 Weebers Crossing , 5064 Weebers Crossing Dr , Jacksonville , FL , 32246",Gate Parkway,0.0532026749882095,45 mph,Butler Boulevard,0.31404027075245,60 mph,Unnamed Road,0.537740614516058,5 mph,Burnt Mill Road,0.708263766911916,35 mph,Touchton Road East,0.864539930879284,40 mph,,,
"FL0213 Atlantic Beach , 835 Atlantic Blvd , Atlantic Beach , FL , 32233",Atlantic Boulevard,0.0276755457923398,35 mph,Sturdivant Avenue,0.332136733207512,20 mph,Mayport Road,0.49787440126143,35 mph,3rd Street,0.72017496431117,35 mph,Ocean Boulevard,0.83837097570552,25 mph,,,
"FL0214 Fleming Island , 1725 Eagle Harbor Pkwy , Fleming Island , FL , 32003",Unnamed Road,0.0495274176893819,45 mph,Doctors Inlet Road,0.0495274176893819,45 mph,County Road 220,0.444981335772511,45 mph,Pace Island Trace,1.13127397757785,25 mph,Salt Myrtle Lane,1.74974624552097,25 mph,,,
"FL0215 Kernan , 11901 Atlantic Blvd , Jacksonville , FL , 32225",Atlantic Boulevard,0.177825132197596,45 mph,Woodview Drive,0.505082509655713,30 mph,Cinnabar Road,0.50527121465504,30 mph,Meadowcrest Lane,0.552858133169929,30 mph,Craig Boulevard,1.49324050785049,30 mph,,,
"FL0216 San Jose , 9826 San Jose Blvd , Jacksonville , FL , 32257",San Jose Boulevard,0.0239174731675898,45 mph,Old Saint Augustine Road,0.275469555199864,45 mph,Sunbeam Road,0.474797114246161,45 mph,Baymeadows Road,1.27066609736042,35 mph,West Beltway,1.31280058961942,65 mph,,,
"FXN , 1606 N College Ave , Fort Collins , CO , 80524",North College Avenue,0.0717767934615829,40 mph,Unnamed Road,0.523461019144946,40 mph,Country Club Road,0.66452436003434,30 mph,East Vine Drive,0.854441326459443,35 mph,North Lemay Avenue,0.999727879106597,35 mph,,,
"FXS , 3500 S Timberline Rd , Fort Collins , CO , 80525",South Timberline Road,0.0381720535812034,40 mph,East Horsetooth Road,0.103734039083282,40 mph,Annelise Way,0.635664729015814,25 mph,South Lemay Avenue,0.785164073821827,35 mph,East Drake Road,0.900556177800524,40 mph,,,
"Fast and Friendly Maricopa II , 42020 W Maricopa-Casa Grande Hwy , Maricopa , AZ , 85138",Balsa Drive,0.115869789961915,25 mph,Lago Drive,0.115869789961915,25 mph,Noreen Road,0.123726751117737,25 mph,Lunar Street,0.139418338406218,25 mph,West Balsa Drive,0.14093987895831,25 mph,,,
"Five Star Ramsey , 3505 Ramsey St , Fayetteville , NC , 28311",Ramsey Street,0.032092955409555,45 mph,Law Road,0.047701257599693,25 mph,Country Club Drive,0.145863334265406,50 mph,Tokay Drive,0.154038073290243,25 mph,Longview Drive,0.254150089460466,25 mph,,,
"Five Star Skibo , 2106 Skibo Rd , Fayetteville , NC , 28314",Raeford Road,0.570723993294019,45 mph,Glensford Drive,0.711657769908161,45 mph,Cliffdale Road,1.12657882377073,45 mph,Hope Mills Road,1.12734527262403,45 mph,Bunce Road,1.14147762722116,35 mph,,,
"Five Star Wendover , 3608 W Wendover Ave , Greensboro , NC , 27407",West Wendover Avenue,0.0367050463549754,45 mph,Clifton Road,0.361181281328832,35 mph,West Market Street,0.574906080202531,35 mph,Unnamed Road,0.772246608575471,60 mph,Spring Garden Street,0.79482917286895,35 mph,,,
"FoamWorks Fayetteville , 1512 GA-85 , Fayetteville , GA , 30214",State Route 85,0.0385978740057364,55 mph,North 85th Parkway,0.153502754121832,25 mph,Promenade Parkway,0.313467991881951,25 mph,Pine Trail Road,0.510044007167409,25 mph,Huntington Court,0.510735982592309,25 mph,,,
"FoamWorks Stockbridge , 3520 GA-138 , Stockbridge , GA , 30281",Lake Spivey Parkway,0.0866571957880154,45 mph,Unnamed Road,0.250416482522762,65 mph,Terrell Starr Parkway,0.261647347461738,65 mph,I-75 South Metro Express Lanes,0.297189993850081,65 mph,Speer Road,0.622250353930494,45 mph,,,
"Full Throttle Car Wash , 51 Craft Dr , Alamosa , CO , 81101",Main Street,0.0941098489483066,45 mph,Craft Drive,0.263697562956537,30 mph,Anderson Circle,0.491746674494225,25 mph,Sixth Street,0.988263317630868,35 mph,United States Highway 160,1.04342192315185,55 mph,,,
"GA0107 Cartersville Joe Frank Harris Pkwy , 1330 Joe Frank Harris Pkwy SE , Cartersville , GA , 30120",Joe Frank Harris Parkway Southeast,0.0626658167315908,45 mph,Unnamed Road,0.0626658167315908,45 mph,Grassdale Road,0.170098276003408,45 mph,East Iron Belt Road Southeast,0.18054579982014,25 mph,Dogwood Drive,0.196206993479936,30 mph,,,
"GA0108 Summerville N. Commerce St. , 10805 Commerce St , Summerville , GA , 30747",Rome Boulevard,1.30115003796072,35 mph,Unnamed Road,1.30115003796072,35 mph,Martin Street,1.31829066258636,25 mph,Martha Berry Highway,1.46908663515991,55 mph,,,,,,
"GERRINGS CAR WASH , 1405 Wayzata Blvd , Wayzata , MN , 55391",Unnamed Road,0.0451947632322234,65 mph,Wayzata Boulevard,0.126854235703157,35 mph,Gleason Lake Drive,0.222446156955412,35 mph,Officer Bill Mathews Memorial Highwa,0.382166960983731,65 mph,Superior Boulevard,0.423948597750233,35 mph,,,
"GO Car Wash , 12520 Frederick St , Moreno Valley , CA , 92553",Frederick Street,0.0268315022828479,40 mph,Sunnymead Boulevard,0.0516644777598566,35 mph,Moreno Valley Freeway,0.136508666336144,65 mph,Pigeon Pass Road,0.241953046765214,45 mph,Pan Am Boulevard,0.33505778840072,25 mph,,,
"GO Car Wash- 412 Rock Port , 2200 Rock Port Dr , Harrisonburg , VA , 22801",Stone Spring Road,0.0438999734591072,45 mph,Port Republic Road,0.229957593075626,45 mph,Peach Grove Avenue,0.557835920329202,25 mph,Neff Avenue,0.953378839390665,35 mph,Devon Lane,1.07000297321923,25 mph,,,
"GO Car Wash- 413 Market , 2335 E Market St , Harrisonburg , VA , 22801",East Market Street,0.031937129017756,35 mph,Betts Court,0.0756958263255315,25 mph,Chestnut Ridge Drive,0.0796111935775393,25 mph,Evelyn Byrd Avenue,0.162971719811307,35 mph,Spotswood Trail,0.23943009222125,45 mph,,,
"Gaffney , 1521 W Floyd Baker Blvd , Gaffney , SC , 29341",Unnamed Road,0.485869180936745,65 mph,Providence Road,0.499271547104856,35 mph,Boiling Springs Highway,0.638555815769608,35 mph,West Floyd Baker Boulevard,1.14979780344585,35 mph,Holland Street,1.17390458962718,30 mph,,,
"Gamebird Pahrump Circle K , 2980 E Gamebird Rd , Pahrump , NV , 89048",,,,,,,,,,,,,,,,,,
"Glasshouse Autospa , 1275 N Military Trl , West Palm Beach , FL , 33409",North Military Trail,0.0365648590553681,40 mph,Belvedere Road,0.0750341100230175,40 mph,Golf Street,0.313419189653049,30 mph,Country Club Road,0.344136823574322,30 mph,Cherry Road,0.413935086040262,30 mph,,,
"Go Car Wash , 5812 McPherson Rd , Laredo , TX , 78041",McPherson Road,0.0341834433071207,40 mph,Bartlett Avenue,0.487355366396162,35 mph,Jacaman Road,0.719903606326337,30 mph,Del Mar Boulevard,1.09844815241535,40 mph,San Dario Avenue,1.37631468622529,45 mph,,,
"Goldsboro , 2928 US Hwy 70 W , Goldsboro , NC , 27530",Goldsboro Bypass,0.318293792157618,70 mph,Unnamed Road,0.700313228466717,70 mph,Rosewood Road,1.19373917355574,45 mph,Claridge Nursery Road,1.50461376971774,45 mph,,,,,,
"Greensboro √É¬¢√¢‚Äö¬¨√¢‚Ç¨≈ì Lake Oconee , 6135 Lake Oconee Pkwy , Greensboro , GA , 30642",Lake Oconee Parkway,0.00990911865969572,45 mph,Greensboro Road,1.57657662774343,45 mph,,,,,,,,,,,,
"Griffin , 1475 N Expy , Griffin , GA , 30223",North Expressway,0.0470208730453588,45 mph,Old Atlanta Road,0.356669149830454,30 mph,Unnamed Road,0.540551023414541,45 mph,West Ellis Road,1.31392678792898,50 mph,West Taylor Street,1.82049851493329,35 mph,,,
"H2O Express Car Wash , 4809 FM 1463 , Katy , TX , 77494",Lake Falls Drive,1.10748826309229,35 mph,Damon Creek Lane,1.10748826309229,35 mph,Birch Valley Drive,1.23963343317121,35 mph,Stoney Cloud Drive,1.26987730426899,20 mph,Spring Green Boulevard,1.34667310236798,35 mph,,,
"Hanover , 341 Eisenhower Dr , Hanover , PA , 17331",Eisenhower Drive,0.034336591634152,35 mph,Unnamed Road,0.0774373502322317,5 mph,Flickinger Road,0.515045087378367,35 mph,Carlisle Street,0.554097651845291,35 mph,Wilson Avenue,0.642997115658121,25 mph,,,
"Hermitage , 2945 E State St , Hermitage , PA , 16148",East State Street,0.0333425579064831,35 mph,Dutch Lane,0.0356815133733935,35 mph,North Hermitage Road,0.293474383315999,35 mph,South Hermitage Road,0.295615262365326,35 mph,East Connelly Boulevard,0.372842668465907,40 mph,,,
"Hero CarWash , 101 Continental Dr , Lewisville , TX , 75067",Continental Drive,0.0261434536819414,25 mph,South Business 121,0.0413024420847642,50 mph,Chelsea Court,0.155921179328739,25 mph,Valley View Drive,0.171074507904722,35 mph,West Southwest Parkway,0.181239256188065,35 mph,,,
"Heroes Car Wash , 301 Grand Hill Pl , Holly Springs , NC , 27540",GB Alford Highway,0.0744619127885648,55 mph,Bennet Knoll Parkway,0.16554028816953,35 mph,Vinewood Place,0.218924673901047,20 mph,Lady's Mantle Lane,0.245198659943872,20 mph,Sweet Violet Drive,0.362373523536457,20 mph,,,
"HiTech SP , Gonzalez Giusti No. 11 , Guaynabo , nan , 968",Expreso Rafael Martínez Nadal,0.109660930620342,35 mph,Expreso John F. Kennedy,0.226915648541272,45 mph,Carretera Militar,0.248493572292221,45 mph,Avenida Franklin Delano Roosevelt,0.34926891066218,35 mph,Avenida Ramírez de Arellano,0.433061657688134,25 mph,,,
"Hixson (Lakesite) , 8609 Hixson Pike , Lakesite , TN , 37343",Hixson Pike,0.0424771545811216,45 mph,Hackberry Lane,1.5999127262412,20 mph,Rocky Point Club Trail,1.78316025675959,25 mph,,,,,,,,,
"Hixson (New Country Dr) , 5084 New Country Dr , Chattanooga , TN , 37343",Unnamed Road,0.0540603343795248,45 mph,Michelin Lane,0.806323704084538,20 mph,Ashland Terrace,1.28801898172436,45,Hixson Pike,1.5559502157911,45 mph,Stage Run,1.6515055146137,25 mph,,,
"Hixson (TN-153) , 5532 TN-153 , Chattanooga , TN , 37343",Dreamcatcher Way,0.91120382733898,25 mph,East Morgan LN,1.09688735920236,25 mph,Hixson Pike,1.11159815905822,45 mph,Unnamed Road,1.13738712820997,5 mph,Daydream LN,1.33287580994705,10 mph,,,
"Hurricane Bay Express , 1330 East John Rowan Blvd , Bardstown , KY , 40004",Arch Pendergrass Way,0.216957252356495,15 mph,Apple Alley,0.395862959327252,20 mph,Peach Alley,0.430610177222358,20 mph,Campbell Alley,0.475900982748822,20 mph,Kadence Way,0.628747692736268,25 mph,,,
"Hydro Express Wash , 3088 Hennepin Dr , Joliet , IL , 60431",Plainfield Road,0.188790255604967,40 mph,16th Street,0.511879248223785,56,North Essington Road,0.58072008755099,35 mph,Division Street,0.642712953603311,35mph,Joliet Road,0.849653709221074,35 mph,,,
"ISLAND AUTO WASH ON 61ST , 2712 61st St , Galveston , TX , 77551",South Drive,0.734331489662595,20 mph,Beluche Drive,0.923353348575107,20 mph,Lebrun Court,1.09616402557503,20 mph,Legas Drive,1.10736694794695,20 mph,Gulf Freeway,1.13116382256892,50 mph,,,
"Infinity Hand Carwash , 101 Bell St , Preston , VIC , 3072",Bell Street,0.017419679108944,60,Albert Street,0.0510170746739508,60,Cynga Street,0.15381133484948,10,Raglan Street,0.258300028153671,50,Victoria Street,0.327618999934311,50,,,
"Jets Car Wash and Detail , 2501 W Sample Rd , Pompano Beach , FL , 33073",West Sample Road,0.0401088020864688,45 mph,North Powerline Road,0.270947461326674,45 mph,Unnamed Road,0.280179680780395,10,Florida's Turnpike,0.755156411954058,65 mph,Wiles Road,0.962568872979957,45 mph,,,
"KC Lodi , 75 US-46 , Lodi , NJ , 7644",Unnamed Road,0.0210453036656917,50 mph,US Highway 46,0.531579030015392,50 mph,Bell Avenue,0.602897070117454,25 mph,Roselle Avenue,0.788237759528045,25 mph,Boulevard,0.873154746961779,25 mph,,,
"KLEEN MACHINE , 890 N Courtenay Pkwy , Merritt Island , FL , 32953",North Courtenay Parkway,0.0323798129130075,40 mph,Barony Drive,0.0955420149434464,20 mph,Australian Street,0.115842211465204,20 mph,Melbourne Avenue,0.11671137723642,20 mph,Wales Avenue,0.157553803691879,20 mph,,,
"Kent , 1788 E Main St. , Kent , OH , 44240",State Route 59,0.0326045992626053,35 mph,Unnamed Road,0.0350334481872927,50 mph,East Main Street,0.0350334481872927,35 mph,Horning Road,0.391230273112405,25 mph,Loop Road,0.439018960586452,25 mph,,,
"Kissimmee , 4389 W Vine St , Kissimmee , FL , 34746",West Irlo Bronson Memorial Highway,0.0632558837411215,45 mph,North Bass Road,0.0894666185262266,45 mph,West Vine Street,0.351069347222791,45 mph,South Bass Road,0.632162467093291,45 mph,Hoagland Boulevard,0.708736025318323,35 mph,,,
"Koziol Car Wash , 5410 W Belmont Ave , Chicago , IL , 60641",North Laramie Avenue,0.280427979299539,30 mph,West Diversey Avenue,0.521060378823153,30 mph,West Wrightwood Avenue,0.773016563847743,20 mph,North Cicero Avenue,0.785057471696856,30 mph,West Byron Street,0.896139917304595,25 mph,,,
"Lakes Edge , 7916 Bradley Long Dr. , Lake Norman of Catawba , NC , 28682",East NC 150 Highway,0.0212302515670855,45 mph,Jameson Way,0.0283921955052762,25 mph,Slanting Bridge Road,0.124356039669715,55 mph,Village Center South,0.127378125950708,35 mph,Village Center North,0.127415674427956,35 mph,,,
"Landshark Express Wash u0026 Detail , 8917 Lower Sonoma Lane , Fort Worth , TX , 76177",Harmon Road,0.0787149770147615,15 mph,Unnamed Road,0.0816588973011286,15 mph,Northwest US Highway 287,0.0974828046775887,15 mph,North Tarrant Parkway,0.145260175303637,40 mph,Justus Lane,0.255229936750879,15 mph,,,
"Laurens , 902 E Main St , Laurens , SC , 29360",East Main Street,0.062763212653189,35 mph,Exchange Drive,0.152774526312555,35 mph,Highway 76 East,0.493631770243037,35 mph,Brownlee Avenue,0.557339117742073,10 mph,Fleming Street,0.979747372363272,35 mph,,,
"Lavelland , 513 TX-114 , Levelland , TX , 79336",Unnamed Road,0.0379052791622559,50 mph,North Cedar Avenue,0.0608660448624833,30 mph,Oak Street,0.118673135295583,30 mph,Maple Street,0.178197688185268,30 mph,Truman Avenue,0.190228634942251,30 mph,,,
"Letu0027s Go Bixby , 15025 S Memorial Dr , Bixby , OK , 74008",South Memorial Drive,0.0193759766064447,45 mph,West 151st Street,0.0474794345196307,35 mph,East 151st Street South,0.0493527650631549,45 mph,East 141st Street,0.44787048367504,45 mph,North Riverview Drive,0.490049060229701,30 mph,,,
"Letu0027s Go Broken Arrow , 801 S Elm Pl , Broken Arrow , OK , 74012",South Elm Place,0.0423688742137591,45 mph,West Houston Street,0.0734046837021641,30 mph,South Date Avenue,0.0911555306211325,25 mph,South Elm Court,0.128858534931808,25 mph,West Knoxville Street,0.129870475294808,25 mph,,,
"Letu0027s Go Car Wash 4 , 15025 S Memorial Dr , Bixby , OK , 74008",South Memorial Drive,0.0193759766064447,45 mph,West 151st Street,0.0474794345196307,35 mph,East 151st Street South,0.0493527650631549,45 mph,East 141st Street,0.44787048367504,45 mph,North Riverview Drive,0.490049060229701,30 mph,,,
"Letu0027s Go Jenks , 408 S Elm St , Jenks , OK , 74037",South Elm Street,0.0311549358271654,30 mph,Creek Turnpike,0.155599433028692,65 mph,West 101st South Street,0.190332084707924,35 mph,West 103rd South Street,0.197000906767553,35 mph,West Main Street South,0.258379764796483,30 mph,,,
"Letu0027s Go Miami , 1001 N Main St , Miami , OK , 74354",South Main Street,0.0068612389797358,25 mph,North Main Street,0.012999682162702,25 mph,A Street Southeast,0.0594210310524154,25 mph,A Street Northeast,0.0601063447966537,25 mph,A Street Southwest,0.0651033197432169,25 mph,,,
"Letu0027s Go Rogers , 6417 Rogers Ave , Fort Smith , AR , 72903",Rogers Avenue,0.0378765143106973,35 mph,Unnamed Road,0.187933141464551,65 mph,Phoenix Avenue,0.703720588672811,40 mph,Wellington Park Way,1.64339671750046,10 mph,Logan Lane,1.64998318163903,10 mph,,,
"Letu0027s Go Shawnee , 3962 Kickapoo St , Shawnee , OK , 74801",West Farrall Street,0.0736835919252284,35 mph,South Beard Street,0.286262673066048,30 mph,North Kickapoo Street,0.316836550086774,35 mph,East Farrall Street,0.367154126881514,35 mph,Gordon Cooper Parkway,0.370827475822954,30 mph,,,
"Lexington , 150 Lowes Blvd , Lexington , NC , 27292",Lowes Boulevard,0.0228770831968733,35 mph,Cotton Grove Road,0.126499875693287,35 mph,Fairview Drive,0.151531766577494,40 mph,Federal Street,0.307821353735496,20 mph,Old Linwood Road,0.589782655235329,45 mph,,,
"Living Water - Aurora , 857 S. Havana St. , Aurora , CO , 80012",South Havana Street,0.0395814832383591,40 mph,East Kentucky Drive,0.0490068622968831,25 mph,South Geneva Street,0.0913317589749067,25 mph,East Ford Place,0.147263892732516,25 mph,South Ironton Street,0.164044614736612,25 mph,,,
"Living Water - Belmar , 130 S Wadsworth Blvd , Lakewood , CO , 80226",South Wadsworth Boulevard,0.0218640916126836,40 mph,South Teller Street,0.22773031379052,30 mph,Wadsworth Boulevard,0.329447851901267,40 mph,Alameda Service Road,0.411360010953217,15 mph,West Alameda Avenue,0.450655220214088,45 mph,,,
"Living Water - County Line , 5651 County Line Pl , Highlands Ranch , CO , 80126",East County Line Frontage Road,0.0172421653811028,30 mph,East County Line Road,0.0493394536045582,45 mph,Unnamed Road,0.121569241970677,65 mph,C-470 Express Lanes,0.125152232785848,65 mph,Express Lane Entrance,0.154231497968646,65 mph,,,
"Living Water - East Littleton , 6875 S. Broadway , Littleton , CO , 80122",West Jamison Avenue,1.09844927551405,30 mph,South Clarkson Street,1.18905569408276,30 mph,South Pennsylvania Street,1.31323714726282,30 mph,South University Boulevard,1.52715098301833,40 mph,East Phillips Avenue,1.63432066940162,30 mph,,,
"Living Water - Littleton , 6646 S. Wadsworth Blvd. , Littleton , CO , 80123",South Wadsworth Boulevard,0.0408471364390804,55 mph,West Coal Mine Avenue,0.0795778835667195,40 mph,West Euclid Place,0.214512808373899,25 mph,West Walker Drive,0.316145097437186,25 mph,Dover Way,0.328719387664316,20 mph,,,
"Living Water - Thornton , 725 E. 144th Ave. , Thornton , CO , 80023",Washington Street,0.0166876952521336,45 mph,East 144th Avenue,0.0369270020116291,45 mph,Grant Street,0.211710031621609,35 mph,West 144th Avenue,0.48141601300662,45 mph,North Valley Highway,0.532314020717281,75 mph,,,
"Lonestar Suds Express Car Wash , 1807 U.S. Hwy 190 , Copperas , TX , 76522",Central Texas Expressway,0.043448374165793,70 mph,Lost Trail,0.115268512567115,30 mph,Green Valley Drive,0.17096595075464,30 mph,Great Hills Drive,0.220825210297618,30 mph,Appalachian Trail,0.241029005874651,30 mph,,,
"Loves Express II Car Wash , 3535 Lakeland Highlands Rd , Lakeland , FL , 33803",Polk Parkway,0.262170804558782,65 mph,Lakeland Highlands Road,0.687718456793041,45 mph,Bartow Road,1.13025736982358,50 mph,South Combee Road,1.17752147250504,40 mph,Unnamed Road,1.17756671788217,5 mph,,,
"MAGIC TOUCH CAR WASH , 1308 SC-9 Bypass West , Lancaster , SC , 29720",Lancaster Bypass,0.0338828645464215,45 mph,Hubbart Drive,0.651866841919379,30 mph,Charlotte Highway,1.3534219429134,45 mph,Monroe Highway,1.59376639085573,55 mph,,,,,,
"MALL CAR WASH , 6701 Essington Ave , Philadelphia , PA , 19153",Essington Avenue,0.0368310246074852,25 mph,South 67th Street,0.0381486271934097,25 mph,Norwitch Drive,0.0687865309948175,25 mph,Lindbergh Boulevard,0.201362767363786,35 mph,Passyunk Avenue,0.221506799102939,35 mph,,,
"MIAMI CARWASH u0026 DET CENTER , 387 Springbank Dr , London , ON , N6J 1G7",Springbank Drive,0.0436924434896568,50,Base Line Road West,0.3947696416071,50,Beachwood Drive,0.434872220934373,40,Wonderland Road,0.49832886461451,60,Wonderland Road South,0.499967157829103,60,,,
"MR KLEAN CAR WASH , 6510 E 71st St , Tulsa , OK , 74133",East 71st Street South,0.0267129066467672,45 mph,South Sheridan Road,0.0336681479913792,40 mph,East 72nd Street,0.0741343825624272,25 mph,South 66th East Avenue,0.0870469304450406,25 mph,East 72nd Place,0.0870469304450406,25 mph,,,
"MR SPEEDY CAR WASH , 3601 E Hwy 377 , Granbury , TX , 76049",East US Highway 377,0.00395184515098391,55 mph,Acton Highway,0.98526551052896,55 mph,Willow Ridge Circle,1.39148259628113,25 mph,East Pearl Street,1.80041829949341,45 mph,,,,,,
"MR. K CAR WASH , 601 S Wall St , Calhoun , GA , 30701",South Wall Street,0.0189372682736259,45 mph,South River Street,0.591611204604688,25 mph,Court Street,0.803698236466219,25 mph,North Wall Street,0.827236590441278,25 mph,North River Street Northwest,1.09580483129302,35 mph,,,
"Magic Barboursville , 6442 US-60 , Barboursville , WV , 25504",Farmdale Road,0.132565168032115,35 mph,Main Street,0.141500631068084,35 mph,Big Ben Bowen Highway,0.355750580431407,40 mph,Unnamed Road,0.380428030178469,70 mph,Central Avenue,0.440130116969142,25 mph,,,
"Magic Belle , 1601 S Main St , Bellefontaine , OH , 43311",South Main Street,0.0304629078637769,35 mph,Gunntown Road,0.503819970547345,25 mph,US Route 68,0.674951016516808,55 mph,Ludlow Road,0.816430707202869,55 mph,County Road 29,1.15659585087821,55 mph,,,
"Magic Circleville , 1475 S Court St , Circleville , OH , 43113",Unnamed Road,0.0371472688119783,55 mph,Progress Parkway,0.357219588414955,35 mph,South Washington Street,0.396001129712548,25 mph,Fourth Avenue,0.397043660841107,25 mph,Maple Drive,0.397043660841107,25 mph,,,
"Magic Defiance , 8715 OH-66 , Defiance , OH , 43512",Unnamed Road,0.546406250345182,65 mph,Ralston Avenue,1.32092940309931,35 mph,,,,,,,,,,,,
"Magic Gallipolis , 2183 Eastern Ave , Gallipolis , OH , 45631",ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,,,
"Magic Huntington , 2616 5th Ave , Huntington , WV , 25702",26th Street,0.0388355836809133,25 mph,5th Avenue,0.0391967778093778,35 mph,Rowland Court,0.066360222149444,25 mph,4th Avenue,0.0716014263160735,25 mph,Kanode Court,0.104293898077941,25 mph,,,
"Magic LaGrange , 1100 Lafayette Pkwy , LaGrange , GA , 30241",Ragland Street,0.0779651652342975,35 mph,Lafayette Parkway,0.0890952646070208,45 mph,Hogansville Road,0.675002282929108,35 mph,Commerce Avenue,0.689660319636251,35 mph,Cooley Road,1.09864544429306,35 mph,,,
